attempt_id,account_id,recovery_channel,device_risk_score,ip_risk_score,is_new_device,is_new_ip,geo_mismatch_flag,time_since_last_login_days,time_since_account_creation_days,failed_recovery_attempts_7d,hour_of_day,is_unusual_hour,onboarding_to_recovery_speed_flag,is_fraud
AT-002841,186230,sms_otp,0.4512,0.1509,0,0,0,2.77,50.75,1,12,0,0,0
AT-002216,411385,sms_otp,0.6206,0.4536,0,0,0,2.33,103.04,2,7,0,0,0
AT-000972,939222,security_questions,0.0605,0.5312,0,1,0,20.46,3.65,2,16,0,1,1
AT-003091,619014,email_link,0.139,0.0658,0,0,0,2.59,420.94,0,7,0,0,0
AT-000115,353921,email_link,0.1431,0.1288,1,0,0,1.11,220.85,0,11,0,0,0
AT-001686,883704,email_link,0.157,0.24,0,0,0,3.48,711.72,0,12,0,0,0
AT-001705,276896,email_link,0.0718,0.144,0,0,0,3.91,15.64,0,14,0,0,0
AT-003289,456242,sms_otp,0.1565,0.0292,0,0,0,3.63,36.41,0,21,0,0,0
AT-002337,532683,sms_otp,0.0691,0.1782,0,0,0,3.79,12.92,0,10,0,0,0
AT-003298,240124,email_link,0.3009,0.0077,0,1,0,23.06,168.8,1,8,0,0,0
AT-000876,373638,email_link,0.4146,0.0575,0,1,0,3.39,216.29,0,6,0,0,0
AT-000432,555684,email_link,0.3642,0.1856,0,0,0,4.37,198.39,1,13,0,0,0
AT-000619,669518,email_link,0.0744,0.0149,0,0,0,3.64,16.47,1,20,0,0,0
AT-002903,223583,sms_otp,0.6864,0.8225,0,0,0,8.92,11.56,2,13,0,0,1
AT-001413,267785,agent_assisted,0.1011,0.3501,0,0,0,2.04,60.2,0,18,0,0,0
AT-002674,469728,sms_otp,0.4616,0.4254,0,0,0,2.66,85.33,1,8,0,0,0
AT-002461,219446,security_questions,0.6693,0.5084,0,1,0,41.72,36.76,3,5,1,0,1
AT-002618,441424,sms_otp,0.242,0.325,0,0,1,8.85,265.16,0,5,1,0,0
AT-002595,411813,security_questions,0.131,0.1738,0,0,0,9.12,95.0,0,22,0,0,0
AT-003204,304828,sms_otp,0.2152,0.238,0,0,1,56.31,134.03,0,22,0,0,0
AT-002942,647900,email_link,0.2282,0.806,0,0,0,6.78,219.95,1,8,0,0,0
AT-001372,601978,email_link,0.1983,0.4122,0,0,0,11.27,560.56,0,12,0,0,0
AT-000281,129565,email_link,0.5502,0.2032,0,0,0,100.2,1.95,3,4,1,1,1
AT-002124,634638,security_questions,0.3036,0.0775,1,0,0,9.76,690.15,0,10,0,0,0
AT-002159,742636,agent_assisted,0.5919,0.0049,0,0,0,8.9,83.27,0,13,0,0,0
AT-003154,634867,email_link,0.0385,0.0553,0,1,0,1.72,184.11,2,16,0,0,0
AT-000645,733143,security_questions,0.0275,0.2069,0,0,0,9.96,10.03,1,8,0,0,0
AT-002044,391975,sms_otp,0.137,0.0919,0,0,0,19.35,369.23,1,6,0,0,0
AT-001723,142884,sms_otp,0.421,0.4306,0,0,0,6.63,111.12,1,7,0,0,0
AT-000335,533366,sms_otp,0.1253,0.2371,0,0,0,3.29,13.51,0,11,0,0,0
AT-001020,219594,agent_assisted,0.3343,0.1026,0,0,1,5.27,96.09,0,20,0,0,0
AT-000241,844475,email_link,0.2595,0.3628,0,0,0,3.88,147.01,0,8,0,0,0
AT-003239,389609,security_questions,0.2565,0.0242,0,0,0,7.78,34.93,0,22,0,0,0
AT-001870,137102,email_link,0.1148,0.3158,0,0,0,10.14,119.51,0,14,0,0,0
AT-003029,407204,security_questions,0.0514,0.3212,1,0,0,56.69,179.03,0,11,0,0,0
AT-002776,593275,agent_assisted,0.3979,0.0318,0,0,1,9.3,415.3,0,9,0,0,0
AT-001614,635682,agent_assisted,0.3127,0.4337,0,1,0,8.63,127.74,1,19,0,0,0
AT-000018,474626,agent_assisted,0.2743,0.1199,1,1,0,62.24,34.96,1,12,0,0,1
AT-002731,390250,security_questions,0.3463,0.3555,1,0,0,29.63,2.83,5,18,0,0,1
AT-001243,581830,email_link,0.0096,0.4061,0,0,0,6.5,429.26,1,10,0,0,0
AT-000338,997971,email_link,0.9239,0.5324,0,1,1,11.86,3.45,6,23,1,0,1
AT-001800,485797,sms_otp,0.4307,0.2158,0,0,0,3.65,175.54,0,7,0,0,0
AT-001384,331651,agent_assisted,0.0298,0.0532,0,0,0,17.24,272.64,0,22,0,0,0
AT-000237,106081,sms_otp,0.0199,0.0122,0,0,0,7.83,55.46,0,20,0,0,0
AT-000650,791202,email_link,0.7253,0.136,0,1,0,11.33,7.11,2,22,0,0,1
AT-002237,512375,email_link,0.4051,0.041,0,0,0,108.76,71.55,1,11,0,0,0
AT-002145,312211,email_link,0.6142,0.8951,0,0,0,16.58,507.78,0,23,1,0,0
AT-000666,381845,sms_otp,0.2547,0.2123,0,0,0,12.31,54.56,0,19,0,0,0
AT-000150,179928,agent_assisted,0.8958,0.4121,1,0,0,9.31,0.99,0,19,0,0,1
AT-002313,177095,sms_otp,0.1707,0.0723,0,1,1,3.19,46.26,0,13,0,0,0
AT-003119,216674,email_link,0.6854,0.1611,0,1,0,4.09,107.65,0,18,0,0,0
AT-001047,692453,email_link,0.1914,0.1077,0,0,1,20.71,84.2,1,9,0,0,0
AT-003308,589095,sms_otp,0.786,0.51,0,1,0,45.61,1.61,1,3,1,0,1
AT-001578,287222,email_link,0.2166,0.1531,0,0,0,0.52,212.53,0,10,0,0,0
AT-001938,704781,sms_otp,0.3088,0.3473,1,0,0,25.17,22.02,0,13,0,0,0
AT-001896,217730,email_link,0.2162,0.4831,0,0,0,11.49,277.73,0,14,0,0,0
AT-000569,446123,sms_otp,0.3495,0.4332,0,0,0,37.27,436.82,0,8,0,0,0
AT-001668,520820,email_link,0.1303,0.226,0,0,1,18.12,62.68,0,8,0,0,0
AT-000553,902560,sms_otp,0.301,0.3367,0,0,0,3.06,158.88,0,15,0,0,0
AT-001853,623183,sms_otp,0.0729,0.1493,0,0,0,3.13,12.66,0,7,0,0,0
AT-001207,881653,email_link,0.2079,0.2271,0,0,0,16.78,137.87,1,7,0,0,0
AT-001721,693184,agent_assisted,0.1447,0.885,1,0,1,76.51,3.1,0,21,0,1,1
AT-002362,948473,email_link,0.0613,0.0833,0,1,0,4.97,219.98,0,15,0,0,0
AT-001508,940733,email_link,0.0855,0.0064,0,0,0,11.03,38.1,1,0,1,0,0
AT-000635,479890,sms_otp,0.2768,0.6269,1,0,0,61.51,4.36,1,5,1,1,1
AT-002158,945537,email_link,0.0308,0.4121,1,0,0,6.33,763.64,0,6,0,0,0
AT-000100,810253,sms_otp,0.4533,0.2169,0,0,1,33.68,71.3,0,13,0,0,0
AT-002640,745861,sms_otp,0.431,0.0849,0,0,0,3.52,113.24,0,14,0,0,0
AT-001493,693907,email_link,0.0227,0.1261,0,0,1,13.42,134.62,0,9,0,0,0
AT-002243,129566,email_link,0.398,0.1814,0,0,0,18.66,314.15,0,6,0,0,0
AT-002162,407028,agent_assisted,0.6928,0.5379,0,1,0,0.39,3.83,0,2,1,1,1
AT-001631,510750,sms_otp,0.021,0.2841,0,0,0,3.41,37.29,0,17,0,0,0
AT-002219,664883,email_link,0.0685,0.276,1,0,1,6.6,237.99,0,9,0,0,0
AT-001899,178384,security_questions,0.3957,0.5501,0,1,0,7.11,3.27,4,21,0,1,1
AT-000627,317439,security_questions,0.1989,0.5269,0,0,0,7.83,85.61,0,9,0,0,0
AT-001929,236096,email_link,0.3727,0.3295,1,0,1,115.2,1.56,3,5,1,1,1
AT-002057,563154,email_link,0.0303,0.6648,0,0,0,3.53,387.02,2,12,0,0,0
AT-001095,218310,security_questions,0.0394,0.0854,0,0,0,4.29,445.41,1,9,0,0,0
AT-001846,904832,email_link,0.4572,0.2122,0,0,0,2.05,328.01,0,9,0,0,0
AT-002370,847838,security_questions,0.0692,0.3927,0,0,0,9.29,417.01,0,19,0,0,0
AT-003421,598969,sms_otp,0.202,0.05,0,0,1,3.07,46.62,0,2,1,0,0
AT-000691,682556,email_link,0.2331,0.2694,0,0,0,103.8,83.44,0,8,0,0,0
AT-001857,196849,email_link,0.5049,0.1038,0,0,0,6.44,7.98,0,9,0,0,0
AT-003349,951955,agent_assisted,0.2161,0.1037,0,0,0,17.58,184.58,0,16,0,0,0
AT-001307,650076,security_questions,0.2755,0.179,1,0,0,10.45,100.4,0,12,0,0,0
AT-000718,393432,email_link,0.8543,0.2855,0,0,0,4.07,212.27,0,10,0,0,0
AT-002238,406560,sms_otp,0.0805,0.2018,0,0,0,79.9,108.78,0,9,0,0,0
AT-000048,876331,email_link,0.5519,0.1604,1,0,0,2.56,187.55,0,19,0,0,0
AT-001696,223759,security_questions,0.2861,0.1089,0,1,0,3.38,352.19,0,11,0,0,0
AT-001488,347022,sms_otp,0.0409,0.3544,0,0,0,4.5,46.83,0,9,0,0,0
AT-002392,418276,email_link,0.0398,0.4586,0,0,0,4.93,67.84,1,8,0,0,0
AT-002089,869116,security_questions,0.1383,0.2144,0,0,0,4.37,162.71,0,21,0,0,0
AT-000269,395941,email_link,0.2518,0.5013,0,0,0,36.62,1024.36,0,18,0,0,0
AT-002299,351831,security_questions,0.4647,0.1206,0,0,0,54.85,1.91,2,22,0,0,1
AT-001942,743896,sms_otp,0.0854,0.0507,0,0,0,9.91,799.66,0,12,0,0,0
AT-000896,906521,email_link,0.1073,0.1407,0,0,0,5.29,24.58,0,21,0,0,0
AT-002206,103393,email_link,0.1523,0.2617,0,0,0,1.06,3267.54,2,7,0,0,0
AT-001903,948563,security_questions,0.1115,0.6581,0,1,0,1.77,143.28,0,21,0,0,0
AT-002199,144940,security_questions,0.566,0.0382,0,0,0,2.43,362.5,0,4,1,0,0
AT-002520,932792,security_questions,0.1754,0.7476,0,0,0,2.87,191.36,0,15,0,0,0
AT-000155,109670,sms_otp,0.1406,0.2297,0,0,0,2.4,26.88,0,8,0,0,0
AT-000799,336438,email_link,0.0592,0.2767,0,1,0,3.7,2377.42,0,9,0,0,0
AT-001048,321070,email_link,0.0132,0.1037,0,1,0,9.69,104.31,1,3,1,0,0
AT-002807,225140,email_link,0.1498,0.06,0,0,0,4.43,188.28,1,9,0,0,0
AT-002814,951979,sms_otp,0.3909,0.8735,0,0,0,22.64,7.54,4,21,0,0,1
AT-003146,625119,security_questions,0.1177,0.495,0,0,0,13.64,290.4,0,16,0,0,0
AT-002339,694805,email_link,0.0509,0.0166,0,0,0,0.88,79.97,0,2,1,0,0
AT-002970,171302,sms_otp,0.1608,0.1827,0,0,0,15.03,3650.0,0,20,0,0,0
AT-000829,128404,email_link,0.3152,0.3598,0,1,0,2.16,453.82,0,1,1,0,0
AT-000962,548919,email_link,0.2803,0.1924,0,0,0,6.55,293.66,0,19,0,0,0
AT-002504,216190,email_link,0.2159,0.06,0,0,1,5.53,130.63,0,19,0,0,0
AT-000827,267256,sms_otp,0.5634,0.0576,0,1,0,2.54,105.3,0,8,0,0,0
AT-000762,937530,security_questions,0.2607,0.0231,0,0,0,2.59,23.23,0,18,0,0,0
AT-002262,518835,security_questions,0.0309,0.3279,0,0,0,3.87,30.62,0,16,0,0,0
AT-001534,160909,security_questions,0.151,0.3056,0,0,0,5.35,171.39,0,14,0,0,0
AT-002442,191526,security_questions,0.4342,0.0973,0,0,0,5.99,98.13,0,9,0,0,0
AT-003139,348309,email_link,0.1056,0.1128,0,0,0,1.59,107.14,0,8,0,0,0
AT-001096,682443,email_link,0.2673,0.0526,0,0,0,7.2,180.86,1,12,0,0,0
AT-003127,319552,email_link,0.4837,0.1321,0,0,0,20.9,228.91,0,10,0,0,0
AT-001949,727839,security_questions,0.4761,0.4619,0,0,0,22.1,12.4,2,10,0,0,1
AT-000557,660323,email_link,0.0335,0.1958,0,1,0,1.68,91.3,0,6,0,0,0
AT-002749,119454,sms_otp,0.4382,0.2531,0,0,0,3.61,240.76,0,12,0,0,0
AT-000871,462776,security_questions,0.4815,0.1332,0,0,0,0.83,102.81,1,12,0,0,0
AT-000481,337816,email_link,0.0749,0.2141,0,0,0,33.61,341.56,0,16,0,0,0
AT-001450,265930,email_link,0.2596,0.0905,1,0,0,1.31,86.39,0,12,0,0,0
AT-002617,419791,sms_otp,0.0284,0.3723,0,0,0,8.77,156.05,1,17,0,0,0
AT-002790,543358,email_link,0.1822,0.1177,0,0,0,6.25,134.26,0,10,0,0,0
AT-001396,872579,email_link,0.3951,0.2443,1,0,0,8.86,776.37,0,15,0,0,0
AT-002856,782900,sms_otp,0.9688,0.9348,0,0,0,65.16,87.47,0,14,0,0,0
AT-000153,162207,email_link,0.0658,0.3437,0,0,0,10.75,223.52,0,23,1,0,0
AT-002031,691847,sms_otp,0.4882,0.2871,1,1,0,100.31,3.56,1,14,0,1,1
AT-000129,703468,email_link,0.6373,0.2917,1,0,0,6.85,22.88,0,0,1,0,0
AT-001910,285143,sms_otp,0.1822,0.0934,0,0,0,6.94,518.64,0,15,0,0,0
AT-002271,538519,email_link,0.2916,0.4627,0,0,1,15.96,373.68,1,21,0,0,0
AT-000270,178847,security_questions,0.42,0.7338,1,0,0,16.92,9.33,1,9,0,0,1
AT-002085,232698,email_link,0.2932,0.1105,0,0,0,52.6,547.03,0,11,0,0,0
AT-002661,755598,email_link,0.1693,0.1107,0,0,0,6.3,187.73,0,12,0,0,0
AT-000005,425760,sms_otp,0.3051,0.2306,0,0,0,10.92,99.57,0,8,0,0,0
AT-003315,243943,sms_otp,0.0644,0.1616,0,0,0,7.44,242.77,0,11,0,0,0
AT-000870,562440,email_link,0.0426,0.007,0,0,0,1.52,47.85,0,2,1,0,0
AT-001947,491056,sms_otp,0.0534,0.5402,0,1,0,7.96,349.68,0,7,0,0,0
AT-002946,955328,security_questions,0.436,0.1163,0,1,0,2.69,25.14,0,16,0,0,0
AT-002864,779473,sms_otp,0.3139,0.4542,0,0,0,26.37,68.48,0,6,0,0,0
AT-001893,759920,email_link,0.0677,0.058,0,0,0,0.69,136.74,0,11,0,0,0
AT-001123,581101,agent_assisted,0.299,0.1072,0,0,0,6.25,301.85,0,11,0,0,0
AT-000695,347543,email_link,0.2049,0.1344,0,0,1,1.84,197.91,1,22,0,0,0
AT-000568,111547,agent_assisted,0.8792,0.3845,0,1,0,77.71,13.46,2,9,0,0,1
AT-003245,105167,sms_otp,0.4286,0.2278,0,0,0,7.37,136.97,0,13,0,0,0
AT-002741,388177,email_link,0.3308,0.5682,0,0,0,2.05,525.21,0,8,0,0,0
AT-002905,261355,email_link,0.1536,0.0193,0,1,0,22.09,54.91,0,6,0,0,0
AT-000804,660126,email_link,0.0308,0.0367,0,0,0,7.98,259.83,0,9,0,0,0
AT-001349,188156,email_link,0.172,0.066,0,0,0,1.99,194.38,0,20,0,0,0
AT-002605,797894,security_questions,0.9123,0.3644,0,0,0,105.41,0.43,1,22,0,0,1
AT-000094,522232,security_questions,0.2097,0.2665,1,0,1,4.13,612.52,0,9,0,0,0
AT-000752,871287,agent_assisted,0.3077,0.1863,0,0,0,15.67,2098.18,1,5,1,0,0
AT-001302,904137,agent_assisted,0.1101,0.0517,0,1,0,2.69,67.77,0,9,0,0,0
AT-001398,509929,sms_otp,0.1558,0.2321,0,1,0,3.48,26.34,0,6,0,0,0
AT-001502,665981,email_link,0.2276,0.0469,0,0,0,4.51,478.06,0,11,0,0,0
AT-001015,392108,email_link,0.0474,0.083,0,0,0,2.38,182.7,0,10,0,0,0
AT-002497,645166,email_link,0.1047,0.4607,1,0,1,1.46,18.93,0,13,0,0,0
AT-002506,754682,sms_otp,0.3665,0.9079,1,1,1,67.07,32.38,1,7,0,0,1
AT-000613,894930,security_questions,0.2332,0.1536,0,0,0,12.63,1039.3,1,6,0,0,0
AT-002193,342917,email_link,0.0169,0.0032,1,1,0,3.59,99.54,0,8,0,0,0
AT-000112,253776,sms_otp,0.5345,0.1752,0,0,0,12.55,410.83,0,18,0,0,0
AT-000312,784872,email_link,0.092,0.1293,1,0,0,4.93,351.01,0,17,0,0,0
AT-002408,907988,agent_assisted,0.126,0.474,0,0,0,8.38,72.12,1,15,0,0,0
AT-003159,394267,email_link,0.0459,0.0927,0,0,0,7.55,42.33,1,17,0,0,0
AT-002043,186222,email_link,0.0837,0.0215,0,0,0,18.36,123.22,0,12,0,0,0
AT-002325,497714,email_link,0.422,0.1872,0,0,1,5.04,53.15,0,12,0,0,0
AT-000525,144611,sms_otp,0.0625,0.2625,0,0,0,9.98,29.84,0,10,0,0,0
AT-002868,635923,sms_otp,0.0823,0.1902,0,1,1,36.63,82.63,0,11,0,0,0
AT-002899,568507,email_link,0.1829,0.2797,0,0,0,5.49,194.18,0,21,0,0,0
AT-001208,716572,security_questions,0.4191,0.0474,0,0,0,3.13,763.69,1,9,0,0,0
AT-000294,327765,email_link,0.0217,0.0461,0,0,0,10.82,97.02,0,17,0,0,0
AT-003058,789737,agent_assisted,0.2024,0.2097,0,0,0,13.73,40.77,0,23,1,0,0
AT-001054,743148,agent_assisted,0.1444,0.0448,1,0,0,7.06,154.46,0,16,0,0,0
AT-002452,661916,sms_otp,0.3476,0.2567,0,0,0,1.85,229.58,0,12,0,0,0
AT-002376,187894,email_link,0.2779,0.0375,0,1,0,5.23,225.63,0,18,0,0,0
AT-002080,252484,security_questions,0.6914,0.4572,1,1,1,52.68,124.49,5,16,0,0,1
AT-000011,221552,sms_otp,0.9101,0.241,0,1,0,1.31,109.16,1,20,0,0,0
AT-002882,155842,sms_otp,0.0964,0.1293,0,1,0,9.47,905.52,0,8,0,0,0
AT-002483,680098,email_link,0.0328,0.0274,1,0,0,2.03,421.56,0,8,0,0,0
AT-000081,639287,sms_otp,0.2359,0.0508,0,0,0,4.62,654.52,0,8,0,0,0
AT-000768,560424,sms_otp,0.7379,0.2188,1,0,0,15.28,5.45,1,3,1,1,1
AT-001098,764573,agent_assisted,0.1997,0.4881,0,0,1,6.93,57.89,0,6,0,0,0
AT-003010,408068,email_link,0.1335,0.0637,0,0,0,3.42,53.74,0,8,0,0,0
AT-002103,244864,email_link,0.3785,0.4114,0,0,0,17.84,110.21,0,19,0,0,0
AT-000086,465157,agent_assisted,0.3709,0.28,0,0,0,5.71,115.01,0,17,0,0,0
AT-001459,645434,email_link,0.5548,0.0907,0,0,0,3.69,15.54,0,16,0,0,0
AT-000191,348555,security_questions,0.3022,0.5512,0,1,1,117.07,6.37,4,3,1,0,1
AT-002366,659481,sms_otp,0.0608,0.1853,0,0,1,2.66,69.91,0,15,0,0,0
AT-002416,129125,security_questions,0.2322,0.3321,0,0,0,4.61,102.68,0,14,0,0,0
AT-002047,890573,sms_otp,0.4274,0.0601,0,0,1,62.27,354.9,1,13,0,0,0
AT-002281,677025,email_link,0.0192,0.3994,0,0,0,6.67,265.51,0,21,0,0,0
AT-003387,650306,security_questions,0.2628,0.2846,0,0,0,6.72,508.83,0,8,0,0,0
AT-001093,668915,security_questions,0.3047,0.4117,0,0,0,12.23,54.2,0,18,0,0,0
AT-002481,153793,email_link,0.0527,0.2056,0,1,0,5.03,272.14,0,10,0,0,0
AT-002128,604563,agent_assisted,0.0648,0.4008,0,0,0,9.75,85.5,1,16,0,0,0
AT-001485,268340,sms_otp,0.1663,0.192,0,0,0,2.72,37.39,0,9,0,0,0
AT-000429,125339,sms_otp,0.5357,0.7948,0,0,0,7.07,4.17,0,12,0,0,1
AT-001084,421063,email_link,0.2397,0.074,0,0,0,11.34,408.16,1,19,0,0,0
AT-001932,286796,email_link,0.2498,0.0515,0,1,0,2.57,152.67,0,16,0,0,0
AT-000919,786109,email_link,0.5766,0.541,0,1,0,63.11,1.4,2,22,0,1,1
AT-003361,753028,email_link,0.0511,0.2614,0,0,0,3.44,291.79,0,12,0,0,0
AT-001603,846648,sms_otp,0.0313,0.5106,0,0,1,42.5,1.01,2,2,1,0,1
AT-000681,585630,security_questions,0.3661,0.4956,0,0,0,7.93,5.38,4,8,0,0,1
AT-001456,646559,email_link,0.2445,0.009,0,0,0,5.87,1522.19,0,15,0,0,0
AT-000928,354815,email_link,0.3764,0.1399,0,0,0,3.7,768.94,1,10,0,0,0
AT-001958,523165,security_questions,0.6858,0.6645,0,0,0,39.06,6.32,4,20,0,1,1
AT-002266,381996,email_link,0.2544,0.0783,0,0,0,11.48,123.03,0,12,0,0,0
AT-000607,381239,email_link,0.0305,0.331,0,0,0,9.05,44.14,0,10,0,0,0
AT-003484,335014,agent_assisted,0.247,0.0734,0,0,0,1.82,73.41,0,19,0,0,0
AT-003420,324899,email_link,0.0457,0.2942,1,0,0,1.01,403.16,1,12,0,0,0
AT-003083,437167,sms_otp,0.2272,0.3004,1,0,1,5.2,213.96,0,6,0,0,0
AT-001977,215671,sms_otp,0.1844,0.2018,0,0,0,0.72,119.75,0,0,1,0,0
AT-002248,733233,agent_assisted,0.0771,0.1098,0,0,0,13.74,1649.91,0,13,0,0,0
AT-001224,199849,agent_assisted,0.2068,0.2914,0,0,0,1.28,191.11,0,7,0,0,0
AT-001421,183889,email_link,0.088,0.3176,0,0,0,10.57,237.52,0,13,0,0,0
AT-002054,194893,sms_otp,0.2299,0.4428,0,0,0,2.34,72.33,1,8,0,0,0
AT-002507,459364,email_link,0.0827,0.3206,0,0,0,13.08,64.57,0,13,0,0,0
AT-001080,615202,email_link,0.2688,0.5076,0,0,0,8.92,83.74,0,17,0,0,0
AT-002245,616739,sms_otp,0.137,0.258,0,0,0,0.75,198.49,0,11,0,0,0
AT-002107,908434,sms_otp,0.4254,0.0419,0,0,0,1.02,114.54,0,12,0,0,0
AT-002880,552187,email_link,0.1655,0.5023,0,0,0,66.56,2.33,0,2,1,1,1
AT-000218,834032,sms_otp,0.5417,0.6377,0,1,0,9.79,118.06,1,18,0,0,0
AT-003261,531320,sms_otp,0.4843,0.6517,0,0,1,250.13,3.48,3,23,1,1,1
AT-001975,670946,sms_otp,0.075,0.2877,0,0,0,8.51,321.97,0,11,0,0,0
AT-001383,739515,email_link,0.1079,0.2506,0,0,0,15.03,296.48,0,13,0,0,0
AT-000883,852059,security_questions,0.1165,0.2938,1,0,0,0.9,76.77,0,15,0,0,0
AT-002013,291891,sms_otp,0.2811,0.6899,0,0,0,4.36,84.5,1,4,1,0,0
AT-001467,579196,sms_otp,0.0137,0.0438,0,1,0,10.01,122.36,0,21,0,0,0
AT-003136,162193,sms_otp,0.2979,0.2223,1,0,0,3.5,100.24,1,15,0,0,0
AT-001845,162087,email_link,0.2145,0.1565,0,1,0,6.8,73.13,0,10,0,0,0
AT-000017,546551,agent_assisted,0.3014,0.1613,0,1,0,12.72,81.32,0,12,0,0,0
AT-002802,153597,sms_otp,0.011,0.1681,0,0,0,2.99,274.47,0,14,0,0,0
AT-002705,440094,agent_assisted,0.1841,0.0324,0,0,0,5.55,21.0,0,10,0,0,0
AT-003381,313933,sms_otp,0.2452,0.0651,0,0,0,6.4,32.4,0,11,0,0,0
AT-000360,377765,email_link,0.2463,0.098,0,0,0,7.95,88.14,0,7,0,0,0
AT-000201,687689,email_link,0.1313,0.0773,0,0,0,2.42,1833.84,1,20,0,0,0
AT-002329,644909,security_questions,0.2022,0.2025,0,0,0,14.76,53.78,0,13,0,0,0
AT-000044,823022,security_questions,0.302,0.1341,0,0,0,3.01,135.21,0,16,0,0,0
AT-000816,962055,email_link,0.7927,0.448,0,1,0,4.0,148.17,0,14,0,0,0
AT-001240,273519,email_link,0.2594,0.1901,1,0,0,98.05,105.63,0,23,1,0,0
AT-000064,167756,sms_otp,0.0618,0.0538,0,0,0,1.28,56.9,0,1,1,0,0
AT-001745,855030,sms_otp,0.2878,0.4577,0,0,0,5.66,285.16,0,12,0,0,0
AT-001983,124609,security_questions,0.2582,0.4673,0,1,0,5.51,98.18,0,3,1,0,0
AT-000068,305038,email_link,0.4146,0.3393,0,0,0,4.04,575.63,1,0,1,0,0
AT-001149,438953,email_link,0.2795,0.0407,0,0,0,2.94,159.02,0,17,0,0,0
AT-002610,330237,sms_otp,0.1643,0.1966,0,0,0,5.95,72.9,1,2,1,0,0
AT-000030,107036,sms_otp,0.1241,0.1582,0,0,0,10.44,66.19,0,8,0,0,0
AT-002851,565904,sms_otp,0.145,0.3918,0,0,0,21.05,119.45,0,14,0,0,0
AT-000075,904713,sms_otp,0.708,0.2012,0,1,0,13.65,7.37,3,15,0,0,1
AT-000530,340849,email_link,0.0307,0.1416,1,0,0,3.71,88.67,0,7,0,0,0
AT-000873,792214,email_link,0.2138,0.157,0,0,0,6.7,487.96,0,11,0,0,0
AT-002146,672780,sms_otp,0.4531,0.4108,0,0,0,7.34,242.76,1,16,0,0,0
AT-003009,178539,agent_assisted,0.1975,0.8238,1,1,0,5.87,3.14,2,22,0,1,1
AT-003464,288993,email_link,0.0995,0.03,0,0,0,0.59,347.83,0,15,0,0,0
AT-002806,902614,sms_otp,0.0791,0.2336,1,0,0,13.23,353.99,0,12,0,0,0
AT-001623,603164,security_questions,0.2091,0.5548,0,0,0,51.29,296.82,0,7,0,0,0
AT-000092,358853,email_link,0.0798,0.0223,1,0,0,6.76,100.85,0,13,0,0,0
AT-000299,142238,security_questions,0.1612,0.245,0,0,0,1.08,47.75,0,9,0,0,0
AT-002105,207914,email_link,0.5581,0.1274,0,0,0,4.74,162.98,0,15,0,0,0
AT-000275,525809,sms_otp,0.3069,0.3688,0,0,0,0.48,180.67,0,11,0,0,0
AT-003179,284507,email_link,0.3274,0.0098,0,0,0,7.11,284.51,0,13,0,0,0
AT-002953,254225,security_questions,0.1108,0.0311,0,0,0,8.48,920.43,0,9,0,0,0
AT-000351,756303,sms_otp,0.146,0.1242,1,1,0,34.61,27.63,0,14,0,0,0
AT-000239,780907,sms_otp,0.6868,0.4327,0,1,0,132.7,4.65,4,2,1,0,1
AT-003076,434620,email_link,0.4188,0.3013,0,0,0,3.96,51.36,0,19,0,0,0
AT-003343,846240,sms_otp,0.7059,0.2076,0,1,0,4.74,201.26,1,17,0,0,0
AT-001965,612203,sms_otp,0.4753,0.2856,0,0,0,21.51,40.93,0,14,0,0,0
AT-003028,880634,sms_otp,0.4015,0.48,0,1,0,14.79,0.19,1,21,0,0,1
AT-002891,788353,security_questions,0.2863,0.4055,0,0,0,2.85,611.61,1,16,0,0,0
AT-002349,160199,sms_otp,0.3333,0.0234,0,0,0,11.99,62.09,0,5,1,0,0
AT-000366,344248,email_link,0.3442,0.2427,0,0,0,5.29,196.22,0,0,1,0,0
AT-001654,113153,email_link,0.2031,0.1561,0,0,0,7.81,32.2,0,9,0,0,0
AT-000159,120631,sms_otp,0.066,0.0928,1,1,0,9.6,66.82,0,8,0,0,0
AT-001714,362021,agent_assisted,0.1743,0.1815,0,0,0,2.95,529.94,0,0,1,0,0
AT-000738,817302,security_questions,0.3631,0.1348,0,0,0,36.17,61.34,0,13,0,0,0
AT-001007,994680,sms_otp,0.1771,0.1283,0,1,0,44.69,242.3,0,10,0,0,0
AT-002091,935249,security_questions,0.1274,0.2703,0,0,0,12.46,16.83,0,15,0,0,0
AT-001234,482876,sms_otp,0.3076,0.1637,0,0,0,5.12,483.39,0,14,0,0,0
AT-001290,752668,email_link,0.0773,0.0615,0,1,0,6.85,31.4,1,18,0,0,0
AT-000404,860910,email_link,0.1781,0.1833,0,0,0,8.76,155.0,0,6,0,0,0
AT-002710,458420,email_link,0.4028,0.0118,0,0,0,5.89,233.25,0,9,0,0,0
AT-000736,638704,email_link,0.2795,0.6256,0,0,0,2.4,143.9,0,12,0,0,0
AT-002591,370729,email_link,0.004,0.1607,0,0,0,27.25,766.32,1,7,0,0,0
AT-002969,757576,email_link,0.6565,0.2974,0,0,0,5.22,20.99,0,12,0,0,0
AT-001479,948381,sms_otp,0.0666,0.0436,1,1,0,3.67,35.07,0,13,0,0,0
AT-002870,578814,email_link,0.8724,0.2014,1,1,1,5.7,2.4,3,17,0,1,1
